department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
sales,medium,276,4,56.0,84.0,4,0,0
sales,medium,291,5,54.0,63.0,2,0,0
sales,low,261,5,36.0,80.0,4,0,0
sales,low,287,3,82.0,59.0,3,0,0
accounting,low,273,2,49.0,42.0,3,0,0
accounting,low,288,3,77.0,97.0,2,0,0
hr,low,264,4,64.0,83.0,3,0,0
hr,medium,276,3,93.0,53.0,3,0,0
technical,medium,275,5,96.0,94.0,3,0,0
support,medium,278,3,60.0,97.0,2,0,0
support,low,261,3,58.0,55.0,5,0,0
support,low,278,5,52.0,49.0,3,0,0
support,low,266,5,74.0,79.0,3,0,0
support,low,275,4,64.0,99.0,2,0,0
support,low,278,3,93.0,59.0,3,0,0
management,high,294,5,76.0,49.0,3,0,0
marketing,high,267,4,50.0,54.0,2,0,0
sales,medium,273,4,79.0,55.0,3,0,0
sales,medium,273,5,97.0,95.0,2,0,0
sales,medium,285,5,60.0,49.0,4,0,0
sales,low,270,5,84.0,73.0,5,0,0
sales,low,260,5,75.0,99.0,3,0,0
technical,medium,261,4,24.0,91.0,2,0,0
technical,medium,270,5,24.0,91.0,6,0,0
technical,medium,288,5,51.0,58.0,3,0,0
technical,medium,263,4,50.0,88.0,3,0,0
support,medium,268,3,66.0,36.0,6,0,0
support,low,280,3,97.0,77.0,4,0,0
support,low,269,4,61.0,50.0,3,0,0
marketing,medium,275,4,77.0,49.0,2,1,0
accounting,medium,286,3,74.0,64.0,3,0,0
sales,high,275,4,92.0,98.0,3,0,0
sales,low,277,2,78.0,99.0,2,0,0
sales,low,277,3,56.0,57.0,3,0,0
sales,low,272,3,82.0,63.0,3,0,0
sales,low,269,5,26.0,98.0,5,0,0
accounting,low,268,5,69.0,85.0,3,0,0
accounting,low,271,4,78.0,83.0,3,0,0
accounting,low,267,3,67.0,86.0,3,0,0
hr,medium,276,5,77.0,91.0,3,1,0
technical,medium,260,4,80.0,63.0,2,0,0
technical,medium,280,3,51.0,51.0,2,0,0
support,high,295,4,77.0,52.0,3,0,0
support,high,274,3,65.0,71.0,2,0,0
technical,low,277,3,58.0,53.0,5,0,0
IT,medium,265,2,67.0,39.0,6,0,0
RandD,medium,270,3,33.0,39.0,3,1,0
marketing,medium,268,6,78.0,66.0,5,1,0
marketing,medium,279,3,58.0,83.0,3,0,0
sales,high,293,4,63.0,59.0,4,0,0
sales,medium,280,4,63.0,51.0,4,0,0
sales,medium,282,3,59.0,55.0,4,0,0
sales,low,275,5,60.0,90.0,3,0,0
hr,low,270,5,93.0,90.0,3,0,0
hr,low,273,2,78.0,77.0,4,0,0
hr,high,271,3,65.0,60.0,2,0,0
technical,high,260,4,100.0,61.0,2,0,0
technical,medium,288,3,96.0,100.0,4,1,0
support,high,274,5,54.0,97.0,3,1,0
technical,low,273,2,98.0,69.0,4,0,0
IT,low,279,2,34.0,59.0,2,0,0
IT,low,270,5,71.0,53.0,2,0,0
IT,low,278,3,64.0,64.0,2,1,0
technical,medium,268,2,71.0,93.0,2,0,0
marketing,medium,272,4,58.0,63.0,2,0,0
sales,low,269,4,87.0,96.0,3,1,0
sales,medium,275,4,58.0,85.0,3,0,0
sales,medium,272,3,87.0,67.0,2,0,0
sales,medium,278,3,72.0,86.0,3,1,0
sales,high,251,5,67.0,83.0,2,0,0
sales,low,285,4,53.0,97.0,3,0,0
sales,high,269,3,78.0,61.0,2,0,0
sales,low,267,4,19.0,63.0,5,0,0
hr,low,273,4,100.0,88.0,4,0,0
hr,low,287,5,75.0,75.0,2,1,0
technical,medium,281,3,29.0,66.0,2,1,0
technical,medium,270,2,37.0,70.0,2,0,0
technical,medium,280,3,78.0,50.0,2,0,0
support,medium,285,5,24.0,64.0,4,0,0
support,medium,277,4,49.0,70.0,3,0,0
support,medium,284,6,18.0,64.0,5,0,0
support,high,269,4,76.0,85.0,3,0,0
support,medium,282,4,50.0,97.0,3,0,0
management,low,277,3,82.0,94.0,2,0,0
IT,low,298,3,97.0,94.0,3,0,0
IT,low,270,4,72.0,90.0,2,0,0
accounting,medium,267,4,98.0,64.0,3,1,0
technical,medium,269,3,76.0,73.0,2,0,0
marketing,medium,263,3,72.0,88.0,3,0,0
sales,high,279,3,96.0,91.0,5,0,0
sales,low,278,3,62.0,78.0,3,1,0
sales,low,253,4,25.0,98.0,5,1,0
sales,low,261,5,82.0,56.0,3,0,0
sales,low,280,3,59.0,90.0,2,0,0
sales,low,268,3,94.0,73.0,3,0,0
accounting,low,288,3,72.0,88.0,3,0,0
hr,low,260,5,53.0,78.0,3,0,0
hr,low,272,3,67.0,83.0,3,0,0
technical,low,283,4,99.0,52.0,2,0,0
technical,low,266,4,64.0,53.0,3,0,0
technical,medium,281,4,61.0,57.0,3,1,0
technical,medium,274,4,89.0,85.0,2,1,0
support,high,276,5,61.0,70.0,4,0,0
technical,low,270,3,90.0,74.0,2,0,0
management,low,284,5,96.0,51.0,3,0,0
IT,low,278,4,62.0,55.0,3,0,0
product_mng,low,284,3,89.0,57.0,2,0,0
product_mng,low,286,4,52.0,67.0,3,0,0
product_mng,low,271,3,66.0,99.0,2,0,0
accounting,high,281,5,96.0,60.0,2,0,0
sales,medium,268,5,95.0,89.0,4,0,0
sales,high,279,4,75.0,98.0,4,0,0
sales,low,273,5,39.0,87.0,5,1,0
sales,low,268,3,93.0,69.0,2,0,0
sales,low,271,3,44.0,54.0,3,0,0
hr,low,272,3,90.0,67.0,2,0,0
hr,low,261,3,75.0,81.0,3,0,0
technical,medium,275,2,45.0,75.0,2,0,0
support,medium,278,2,42.0,60.0,3,0,0
support,medium,285,3,99.0,82.0,2,0,0
product_mng,low,283,4,89.0,91.0,2,0,0
IT,medium,291,4,96.0,90.0,4,0,0
technical,medium,260,3,50.0,46.0,3,0,0
sales,medium,270,3,59.0,59.0,3,0,0
sales,medium,271,3,57.0,69.0,2,0,0
sales,medium,276,3,100.0,87.0,2,0,0
sales,low,270,5,60.0,59.0,2,0,0
sales,low,265,6,21.0,85.0,6,0,0
sales,low,270,4,63.0,83.0,2,0,0
accounting,low,291,3,80.0,82.0,3,0,0
technical,low,265,3,51.0,96.0,4,0,0
technical,low,292,5,89.0,96.0,3,0,0
technical,medium,291,4,83.0,58.0,3,0,0
technical,medium,280,6,77.0,74.0,3,0,0
support,medium,277,4,79.0,99.0,2,0,0
support,medium,268,5,63.0,85.0,2,0,0
support,medium,275,5,68.0,48.0,2,0,0
support,high,287,4,74.0,69.0,2,0,0
support,low,284,6,49.0,67.0,4,0,0
support,medium,272,3,46.0,55.0,2,0,0
support,medium,270,5,90.0,91.0,3,0,0
technical,medium,293,5,70.0,67.0,3,0,0
product_mng,medium,259,4,84.0,71.0,2,0,0
RandD,medium,294,4,89.0,77.0,4,0,0
marketing,medium,278,4,59.0,87.0,2,0,0
support,medium,295,3,57.0,72.0,3,0,0
management,medium,279,3,53.0,49.0,3,0,0
marketing,medium,274,4,83.0,89.0,3,0,0
sales,medium,280,4,51.0,66.0,2,0,0
sales,medium,287,4,78.0,61.0,3,0,0
sales,medium,276,3,52.0,69.0,3,0,0
sales,high,281,5,42.0,50.0,4,0,0
sales,high,288,2,61.0,38.0,3,0,0
sales,high,289,3,85.0,100.0,3,0,0
sales,low,285,6,17.0,85.0,5,0,0
accounting,low,266,3,79.0,52.0,2,1,0
technical,low,274,3,56.0,98.0,3,1,0
technical,low,289,5,50.0,73.0,2,0,0
technical,medium,278,3,51.0,53.0,2,1,0
support,medium,254,4,77.0,67.0,4,0,0
support,high,281,3,84.0,90.0,3,1,0
IT,low,265,3,21.0,49.0,3,0,0
RandD,medium,282,5,65.0,57.0,3,0,0
management,medium,261,4,95.0,87.0,3,0,0
marketing,medium,280,4,80.0,75.0,2,0,0
sales,medium,284,5,77.0,85.0,2,0,0
sales,low,266,3,57.0,70.0,3,0,0
sales,medium,294,4,92.0,55.0,3,0,0
sales,medium,269,5,100.0,71.0,2,0,0
sales,medium,274,4,85.0,67.0,3,0,0
hr,low,265,4,57.0,80.0,3,0,0
technical,high,278,3,66.0,68.0,3,0,0
technical,high,290,4,85.0,80.0,3,0,0
technical,high,284,5,99.0,50.0,2,0,0
support,medium,275,4,91.0,82.0,4,0,0
support,medium,278,4,96.0,97.0,3,0,0
support,high,271,4,49.0,52.0,2,0,0
support,medium,281,5,39.0,85.0,5,0,0
management,medium,273,4,87.0,74.0,2,1,0
IT,low,307,6,19.0,85.0,4,0,0
product_mng,low,264,3,90.0,83.0,4,0,0
RandD,low,301,5,50.0,50.0,2,0,0
RandD,low,252,5,70.0,90.0,2,0,0
sales,high,274,5,52.0,55.0,3,0,0
accounting,low,269,3,71.0,69.0,3,0,0
sales,medium,265,3,40.0,41.0,3,0,0
sales,medium,267,3,96.0,53.0,4,0,0
sales,medium,283,5,86.0,92.0,3,0,0
sales,medium,272,3,68.0,85.0,2,0,0
sales,medium,287,3,56.0,64.0,2,0,0
accounting,medium,272,3,65.0,56.0,2,0,0
technical,low,272,5,98.0,61.0,3,0,0
technical,high,285,5,18.0,51.0,6,0,0
technical,low,263,4,66.0,65.0,2,0,0
technical,low,280,5,14.0,51.0,5,0,0
technical,low,280,5,94.0,80.0,3,1,0
support,medium,293,3,56.0,100.0,2,1,0
support,medium,275,5,56.0,80.0,4,0,0
support,medium,259,5,59.0,89.0,3,1,0
technical,medium,271,4,63.0,62.0,5,1,0
product_mng,low,272,5,97.0,88.0,3,0,0
accounting,low,281,5,76.0,70.0,3,0,0
sales,medium,287,4,85.0,58.0,4,0,0
sales,high,260,5,23.0,73.0,4,1,0
sales,medium,273,3,68.0,62.0,5,0,0
sales,medium,272,3,71.0,73.0,3,0,0
sales,medium,280,3,50.0,59.0,2,0,0
accounting,low,282,3,61.0,70.0,3,0,0
accounting,low,288,3,99.0,65.0,2,1,0
technical,low,282,5,97.0,86.0,3,0,0
support,low,271,5,82.0,71.0,2,0,0
support,medium,263,5,72.0,68.0,5,0,0
support,medium,302,3,53.0,74.0,2,0,0
support,medium,293,4,55.0,87.0,3,0,0
technical,medium,273,4,52.0,53.0,4,0,0
IT,medium,273,5,80.0,81.0,2,0,0
product_mng,low,278,4,51.0,95.0,3,1,0
RandD,low,286,4,66.0,65.0,3,0,0
RandD,low,274,2,56.0,43.0,3,0,0
sales,medium,277,3,50.0,84.0,3,1,0
sales,medium,275,3,94.0,78.0,2,1,0
sales,medium,291,4,42.0,80.0,6,0,0
sales,medium,248,3,60.0,61.0,3,0,0
sales,high,289,4,55.0,71.0,3,0,0
sales,low,278,3,76.0,72.0,4,1,0
sales,medium,269,3,84.0,74.0,3,1,0
technical,low,276,4,33.0,62.0,6,0,0
technical,low,283,3,61.0,95.0,5,0,0
support,low,279,5,91.0,93.0,4,0,0
support,medium,258,4,73.0,74.0,3,0,0
IT,medium,292,4,87.0,67.0,4,0,0
IT,medium,255,2,38.0,42.0,4,0,0
IT,low,296,4,80.0,51.0,3,1,0
product_mng,low,294,5,69.0,80.0,3,1,0
product_mng,low,282,5,99.0,92.0,5,0,0
IT,low,274,5,92.0,76.0,2,1,0
RandD,low,302,3,60.0,88.0,2,0,0
RandD,low,294,3,89.0,93.0,3,0,0
RandD,low,272,3,91.0,93.0,2,0,0
management,low,283,3,35.0,52.0,2,0,0
sales,medium,287,5,88.0,68.0,2,0,0
sales,medium,286,3,66.0,69.0,3,1,0
sales,medium,280,4,21.0,55.0,2,0,0
sales,medium,264,3,78.0,64.0,2,1,0
sales,medium,284,4,21.0,96.0,5,0,0
sales,low,286,3,64.0,94.0,2,0,0
accounting,low,289,4,68.0,95.0,2,0,0
hr,low,282,4,99.0,87.0,4,0,0
technical,low,276,4,85.0,55.0,5,0,0
technical,low,272,3,86.0,51.0,2,0,0
support,low,286,3,89.0,98.0,3,0,0
support,medium,283,4,49.0,85.0,3,0,0
support,medium,278,4,76.0,97.0,2,0,0
support,medium,268,3,79.0,87.0,3,0,0
technical,medium,281,4,89.0,64.0,2,0,0
IT,low,274,3,34.0,51.0,3,0,0
marketing,medium,287,3,81.0,92.0,3,1,0
accounting,medium,277,3,96.0,70.0,2,0,0
sales,medium,279,3,70.0,87.0,2,0,0
sales,medium,283,4,92.0,61.0,2,0,0
sales,high,276,4,50.0,76.0,3,0,0
sales,high,280,2,75.0,72.0,3,0,0
technical,low,294,2,42.0,38.0,4,0,0
technical,low,285,6,29.0,40.0,3,0,0
support,low,286,3,91.0,48.0,3,0,0
support,low,255,4,55.0,97.0,4,0,0
support,low,281,4,57.0,81.0,3,1,0
IT,medium,264,3,27.0,48.0,6,0,0
product_mng,high,273,6,70.0,43.0,3,0,0
product_mng,high,282,4,63.0,68.0,2,0,0
product_mng,high,298,5,97.0,63.0,2,1,0
marketing,low,279,3,28.0,52.0,4,0,0
accounting,low,274,3,70.0,60.0,2,0,0
technical,medium,276,4,83.0,51.0,3,0,0
marketing,medium,277,4,22.0,76.0,6,1,0
sales,medium,278,3,55.0,47.0,2,0,0
sales,medium,270,3,33.0,77.0,3,0,0
sales,low,267,4,50.0,78.0,3,0,0
hr,medium,285,5,93.0,88.0,3,0,0
technical,high,275,3,77.0,66.0,4,0,0
technical,medium,280,5,93.0,97.0,4,0,0
IT,medium,265,4,72.0,100.0,2,0,0
IT,medium,268,3,78.0,53.0,2,0,0
IT,medium,274,4,55.0,75.0,2,0,0
IT,high,275,3,39.0,86.0,2,0,0
product_mng,medium,285,3,67.0,78.0,3,0,0
RandD,low,260,3,61.0,89.0,2,0,0
RandD,low,265,6,60.0,69.0,5,1,0
sales,low,291,4,48.0,64.0,2,0,0
sales,low,290,4,75.0,84.0,3,0,0
sales,medium,273,4,87.0,58.0,3,0,0
sales,high,267,4,51.0,54.0,4,1,0
sales,medium,283,4,63.0,90.0,4,1,0
sales,high,271,3,60.0,57.0,2,0,0
technical,medium,272,3,70.0,99.0,3,0,0
support,low,291,2,50.0,99.0,3,1,0
product_mng,low,288,2,59.0,51.0,3,0,0
RandD,medium,282,6,52.0,39.0,4,0,0
RandD,low,280,3,55.0,49.0,3,0,0
RandD,low,267,5,81.0,62.0,3,1,0
marketing,low,296,4,94.0,98.0,3,0,0
accounting,low,281,3,98.0,61.0,3,0,0
marketing,low,261,4,83.0,84.0,2,0,0
marketing,low,280,3,93.0,62.0,3,0,0
sales,low,272,3,99.0,54.0,2,0,0
sales,low,283,4,55.0,57.0,3,0,0
sales,medium,272,3,96.0,83.0,3,0,0
sales,medium,286,3,28.0,77.0,3,0,0
hr,medium,277,6,97.0,60.0,5,1,0
technical,low,265,3,80.0,78.0,3,0,0
technical,low,283,2,75.0,55.0,3,0,0
technical,low,291,3,89.0,88.0,3,0,0
technical,low,301,5,60.0,76.0,2,1,0
support,low,264,3,73.0,98.0,2,1,0
management,medium,282,4,88.0,75.0,2,0,0
sales,medium,275,3,50.0,70.0,3,0,0
sales,medium,289,5,53.0,78.0,5,0,0
sales,medium,269,6,95.0,43.0,2,0,0
accounting,medium,267,5,94.0,53.0,3,0,0
accounting,high,280,3,49.0,80.0,4,1,0
hr,medium,283,3,59.0,57.0,4,0,0
technical,low,263,3,51.0,91.0,2,0,0
technical,low,293,4,66.0,66.0,3,0,0
support,low,270,4,76.0,94.0,6,0,0
support,low,257,3,12.0,59.0,6,0,0
support,low,251,3,84.0,65.0,3,0,0
support,low,280,3,94.0,81.0,3,0,0
support,medium,267,4,63.0,84.0,3,0,0
support,medium,277,4,79.0,99.0,3,1,0
IT,medium,290,3,85.0,68.0,2,1,0
IT,medium,271,3,74.0,52.0,3,0,0
IT,medium,276,6,23.0,75.0,3,0,0
IT,high,271,4,62.0,51.0,2,0,0
product_mng,medium,256,6,36.0,56.0,6,0,0
RandD,low,287,4,70.0,83.0,3,0,0
IT,low,278,5,57.0,75.0,4,0,0
IT,low,273,3,83.0,99.0,3,0,0
RandD,low,290,3,71.0,96.0,2,0,0
sales,medium,275,6,23.0,72.0,3,0,0
sales,medium,289,4,59.0,69.0,2,0,0
sales,low,262,2,69.0,61.0,3,0,0
accounting,low,280,5,63.0,81.0,3,0,0
technical,low,286,6,90.0,59.0,4,1,0
technical,low,284,4,31.0,57.0,4,0,0
technical,medium,282,3,92.0,62.0,2,0,0
support,medium,273,4,96.0,87.0,3,0,0
support,medium,287,6,66.0,51.0,4,0,0
support,medium,270,4,48.0,97.0,2,0,0
management,medium,258,3,15.0,55.0,3,1,0
management,medium,275,3,59.0,79.0,4,0,0
IT,medium,271,6,66.0,85.0,5,0,0
IT,medium,297,5,69.0,92.0,2,0,0
management,medium,273,4,65.0,79.0,4,0,0
support,high,276,5,58.0,94.0,3,0,0
technical,high,250,4,72.0,57.0,4,0,0
marketing,high,280,5,65.0,99.0,5,0,0
sales,high,292,5,63.0,77.0,3,0,0
sales,low,277,3,55.0,87.0,2,0,0
sales,low,290,4,74.0,56.0,2,0,0
sales,low,247,4,58.0,84.0,4,1,0
sales,low,287,4,71.0,72.0,3,0,0
sales,low,273,5,83.0,37.0,4,1,0
sales,low,264,3,63.0,52.0,2,0,0
accounting,medium,266,3,56.0,61.0,3,0,0
technical,medium,268,3,88.0,55.0,3,0,0
technical,high,289,3,82.0,55.0,2,0,0
technical,high,301,3,69.0,72.0,3,0,0
support,low,286,3,57.0,54.0,4,1,0
support,low,253,3,75.0,69.0,3,0,0
support,medium,279,4,60.0,98.0,2,0,0
management,medium,262,3,96.0,92.0,4,0,0
product_mng,medium,280,4,75.0,67.0,2,0,0
IT,medium,279,6,100.0,61.0,3,0,0
RandD,medium,282,4,92.0,97.0,2,0,0
RandD,medium,277,5,84.0,93.0,4,0,0
technical,low,281,4,82.0,77.0,3,0,0
marketing,low,275,3,74.0,42.0,3,0,0
sales,medium,277,2,21.0,39.0,4,0,0
sales,medium,261,5,62.0,64.0,3,0,0
sales,medium,268,3,54.0,48.0,2,0,0
accounting,low,273,5,55.0,97.0,4,0,0
technical,low,266,4,84.0,55.0,3,1,0
technical,low,284,2,61.0,56.0,2,0,0
support,low,283,3,64.0,53.0,3,0,0
support,high,260,3,92.0,51.0,2,0,0
product_mng,medium,283,3,86.0,87.0,2,0,0
management,medium,271,4,60.0,74.0,3,0,0
management,medium,273,3,86.0,92.0,3,1,0
management,medium,274,3,55.0,51.0,3,0,0
accounting,low,277,4,54.0,58.0,3,0,0
sales,medium,268,3,49.0,90.0,2,0,0
sales,medium,272,3,98.0,72.0,4,0,0
sales,medium,283,5,55.0,55.0,3,1,0
sales,high,282,3,64.0,50.0,3,0,0
sales,medium,269,4,54.0,53.0,2,0,0
technical,low,272,3,58.0,45.0,2,0,0
technical,medium,259,3,57.0,37.0,4,0,0
support,medium,276,5,65.0,64.0,3,0,0
support,medium,283,3,60.0,40.0,4,1,0
support,medium,276,2,59.0,45.0,2,0,0
technical,low,275,4,77.0,50.0,2,1,0
technical,medium,278,5,55.0,49.0,3,0,0
IT,medium,278,4,50.0,60.0,2,0,0
product_mng,low,281,3,43.0,77.0,3,1,0
management,high,279,3,58.0,84.0,4,0,0
management,high,285,4,66.0,68.0,3,1,0
sales,low,268,5,70.0,80.0,4,0,0
sales,low,275,4,82.0,54.0,3,0,0
sales,low,260,4,49.0,49.0,3,1,0
sales,medium,276,4,99.0,79.0,3,0,0
sales,medium,290,3,96.0,73.0,3,1,0
sales,medium,262,3,70.0,57.0,2,0,0
sales,medium,288,6,22.0,89.0,5,1,0
sales,low,277,3,91.0,52.0,2,0,0
management,high,295,5,18.0,76.0,4,0,0
sales,medium,263,4,84.0,68.0,3,0,0
IT,low,285,4,66.0,38.0,5,0,0
management,high,268,3,49.0,65.0,4,0,0
management,high,261,4,88.0,89.0,3,0,0
sales,low,278,6,69.0,91.0,5,0,0
sales,medium,273,3,83.0,75.0,3,0,0
sales,medium,265,4,56.0,84.0,4,1,0
sales,medium,270,5,95.0,77.0,2,0,0
sales,medium,281,3,56.0,100.0,2,0,0
sales,medium,289,3,93.0,73.0,4,0,0
product_mng,medium,268,3,84.0,52.0,4,0,0
management,high,250,3,84.0,48.0,2,0,0
management,high,269,4,52.0,65.0,3,0,0
management,high,301,4,98.0,80.0,2,0,0
sales,low,277,5,66.0,64.0,4,0,0
technical,low,264,5,92.0,49.0,2,1,0
marketing,low,263,5,71.0,80.0,3,0,0
sales,low,293,4,65.0,92.0,2,0,0
sales,low,280,4,23.0,47.0,5,0,0
sales,low,268,3,71.0,97.0,2,1,0
IT,medium,267,4,21.0,65.0,6,0,0
RandD,medium,283,2,70.0,72.0,3,0,0
RandD,medium,282,4,90.0,50.0,2,0,0
accounting,medium,273,5,60.0,52.0,3,0,0
support,medium,264,5,58.0,63.0,3,1,0
sales,low,271,5,73.0,72.0,2,0,0
sales,low,279,4,56.0,67.0,3,0,0
sales,low,276,3,97.0,57.0,3,0,0
support,low,276,3,92.0,91.0,2,0,0
support,low,284,3,77.0,68.0,2,0,0
support,medium,280,5,97.0,81.0,2,0,0
management,medium,268,5,70.0,69.0,2,0,0
product_mng,medium,288,4,78.0,82.0,2,1,0
product_mng,low,273,3,77.0,87.0,4,1,0
management,high,262,4,66.0,53.0,3,0,0
sales,medium,264,6,25.0,98.0,5,1,0
sales,medium,272,2,89.0,87.0,6,1,0
sales,medium,278,5,15.0,66.0,4,1,0
sales,medium,273,6,26.0,91.0,2,0,0
sales,medium,277,4,74.0,58.0,4,0,0
sales,medium,249,3,52.0,83.0,2,0,0
sales,medium,276,4,95.0,62.0,2,0,0
sales,low,295,4,66.0,82.0,3,1,0
IT,low,278,4,79.0,66.0,3,0,0
product_mng,low,273,3,98.0,94.0,3,0,0
product_mng,low,269,3,40.0,37.0,2,0,0
management,high,272,3,100.0,68.0,2,0,0
management,high,301,3,71.0,79.0,3,0,0
management,high,277,3,48.0,45.0,2,1,0
management,low,267,5,76.0,100.0,2,0,0
sales,medium,266,4,61.0,62.0,4,0,0
product_mng,medium,278,4,74.0,90.0,4,0,0
management,high,273,6,24.0,94.0,5,0,0
management,high,267,3,79.0,97.0,2,0,0
management,high,272,3,75.0,98.0,2,0,0
support,low,279,4,60.0,98.0,3,0,0
management,low,288,4,72.0,95.0,3,0,0
marketing,low,268,4,100.0,60.0,3,0,0
product_mng,medium,278,3,55.0,88.0,3,1,0
IT,medium,270,2,30.0,98.0,4,1,0
management,high,274,3,89.0,59.0,4,0,0
management,high,269,5,84.0,84.0,3,0,0
sales,medium,292,4,67.0,64.0,4,0,0
technical,high,271,6,15.0,48.0,6,0,0
marketing,medium,278,4,59.0,75.0,2,0,0
sales,medium,283,4,50.0,59.0,2,0,0
product_mng,low,285,5,23.0,68.0,3,0,0
RandD,high,262,5,95.0,58.0,2,0,0
RandD,low,268,2,31.0,53.0,3,1,0
sales,low,277,5,47.0,55.0,3,0,0
support,high,272,3,26.0,95.0,5,0,0
technical,medium,279,6,55.0,64.0,4,0,0
marketing,medium,256,3,89.0,58.0,2,0,0
sales,medium,280,3,88.0,68.0,2,0,0
sales,high,290,5,98.0,62.0,2,1,0
sales,medium,276,3,96.0,48.0,2,1,0
technical,medium,280,3,85.0,65.0,3,0,0
support,medium,288,3,96.0,85.0,3,0,0
technical,low,269,3,85.0,88.0,4,1,0
product_mng,low,292,5,59.0,93.0,2,0,0
management,high,254,4,51.0,50.0,2,1,0
management,high,266,3,50.0,75.0,2,0,0
sales,medium,290,3,53.0,59.0,3,0,0
sales,medium,286,4,44.0,83.0,2,0,0
sales,medium,260,3,99.0,55.0,2,0,0
sales,medium,260,4,73.0,83.0,3,0,0
sales,high,271,5,51.0,71.0,2,0,0
sales,low,272,3,50.0,84.0,2,0,0
sales,high,278,4,52.0,76.0,2,1,0
IT,medium,259,5,74.0,74.0,2,0,0
product_mng,medium,282,2,69.0,89.0,2,0,0
product_mng,medium,280,5,22.0,65.0,5,1,0
IT,medium,275,4,49.0,89.0,2,0,0
management,high,287,5,70.0,57.0,3,0,0
management,high,270,4,68.0,63.0,3,0,0
management,high,265,5,66.0,84.0,2,1,0
accounting,medium,278,4,99.0,58.0,3,0,0
marketing,low,276,4,88.0,59.0,2,0,0
sales,low,283,4,20.0,54.0,3,0,0
sales,low,292,2,56.0,44.0,3,0,0
sales,low,274,4,68.0,85.0,2,0,0
management,high,255,3,85.0,60.0,3,0,0
sales,medium,266,4,95.0,95.0,3,1,0
sales,low,273,4,60.0,77.0,3,1,0
sales,low,263,4,61.0,53.0,3,0,0
IT,low,276,4,55.0,55.0,4,0,0
management,high,286,5,64.0,78.0,5,1,0
marketing,low,285,3,64.0,60.0,3,0,0
marketing,medium,274,4,87.0,54.0,2,0,0
sales,medium,268,3,20.0,90.0,4,0,0
IT,medium,279,4,99.0,64.0,2,1,0
product_mng,medium,285,2,96.0,70.0,3,0,0
product_mng,medium,287,3,53.0,65.0,3,0,0
management,high,283,6,70.0,39.0,4,0,0
management,high,275,6,68.0,61.0,3,0,0
management,high,275,4,96.0,48.0,3,0,0
support,low,273,4,64.0,64.0,3,0,0
technical,low,282,5,86.0,65.0,3,0,0
sales,low,276,3,87.0,84.0,3,0,0
support,medium,279,4,53.0,56.0,2,0,0
support,medium,279,4,72.0,98.0,2,0,0
support,medium,274,4,83.0,59.0,4,0,0
technical,medium,278,5,97.0,54.0,2,0,0
IT,low,259,3,92.0,76.0,2,0,0
product_mng,low,275,6,82.0,95.0,6,0,0
management,high,275,4,59.0,56.0,2,0,0
sales,medium,286,5,84.0,95.0,3,0,0
sales,medium,275,3,71.0,84.0,2,0,0
sales,medium,272,3,49.0,98.0,3,0,0
sales,medium,284,3,78.0,61.0,3,0,0
sales,low,279,4,84.0,81.0,2,0,0
sales,low,290,5,85.0,96.0,5,0,0
product_mng,low,275,4,87.0,93.0,3,0,0
product_mng,low,283,5,94.0,84.0,3,0,0
product_mng,low,269,4,82.0,97.0,3,1,0
management,high,290,3,78.0,78.0,3,0,0
marketing,medium,294,4,47.0,55.0,4,1,0
technical,medium,278,2,50.0,48.0,3,1,0
marketing,medium,257,4,75.0,82.0,3,0,0
sales,medium,259,3,36.0,39.0,3,0,0
sales,medium,271,3,91.0,61.0,3,0,0
product_mng,low,254,3,87.0,68.0,3,0,0
IT,low,274,3,97.0,94.0,3,0,0
IT,low,285,3,71.0,65.0,3,0,0
management,high,283,3,83.0,65.0,2,0,0
marketing,medium,291,3,42.0,51.0,4,0,0
sales,medium,278,4,53.0,51.0,3,0,0
sales,medium,291,4,56.0,88.0,3,0,0
sales,medium,273,5,26.0,70.0,6,1,0
product_mng,low,274,4,53.0,49.0,2,0,0
management,high,292,4,99.0,73.0,2,0,0
management,high,278,3,48.0,43.0,3,0,0
sales,low,285,3,91.0,50.0,4,0,1
sales,low,263,3,76.0,79.0,2,1,1
sales,low,292,4,67.0,80.0,4,0,1
sales,low,263,4,58.0,60.0,3,0,1
sales,low,269,4,57.0,78.0,3,0,1
sales,low,281,5,55.0,57.0,6,1,1
accounting,low,274,3,79.0,49.0,2,0,1
accounting,low,282,3,48.0,98.0,6,0,1
technical,low,291,4,68.0,69.0,3,1,1
technical,low,262,5,19.0,64.0,4,1,1
support,low,262,3,99.0,48.0,3,0,1
support,low,264,5,30.0,76.0,2,0,1
support,low,290,4,81.0,85.0,3,1,1
support,low,281,4,58.0,74.0,3,0,1
technical,low,285,3,74.0,61.0,2,1,1
product_mng,medium,268,5,59.0,74.0,2,0,1
product_mng,medium,280,2,46.0,63.0,6,0,1
marketing,low,287,3,58.0,43.0,2,1,1
marketing,low,268,3,77.0,95.0,4,1,1
sales,low,298,4,79.0,77.0,2,0,1
sales,low,262,3,51.0,95.0,2,0,1
sales,low,283,3,70.0,58.0,3,0,1
sales,medium,281,5,84.0,73.0,4,1,1
sales,medium,260,5,19.0,90.0,2,0,1
sales,medium,281,4,90.0,52.0,3,1,1
sales,medium,265,5,19.0,91.0,3,0,1
